Date,Home,Away,Score,Referee
2018-11-11,Fenerbahçe,Alanyaspor,2–0,Alper Ulusoy
2018-11-11,Antalyaspor,Akhisarspor,1–2,Ali Palabıyık
2018-11-11,Beşiktaş,Sivasspor,1–2,Yaşar Kemal Uğurlu
2018-11-23,Galatasaray,Konyaspor,1–1,Hüseyin Göçek
2018-11-24,BB Erzurumspor,Antalyaspor,1–0,Alper Ulusoy
2018-11-24,Alanyaspor,Kayserispor,5–0,Arda Kardeşler
2018-11-24,Ankaragücü,Beşiktaş,1–4,Mete Kalkavan
2018-11-25,Sivasspor,Rizespor,1–1,Umit Öztürk
2018-11-25,Akhisarspor,Bursaspor,2–4,Volkan Bayarslan
2018-11-25,Trabzonspor,Fenerbahçe,2–1,Halil Meler
2018-11-25,Kasımpaşa,Yeni Mal'spor,3–0,Fırat Aydınus
2018-11-26,Göztepe,Başakşehir,0–2,Bülent Yıldırım
2018-11-30,Rizespor,Ankaragücü,1–1,Fırat Aydınus
2018-11-30,Konyaspor,Alanyaspor,2–0,Halil Meler
2018-12-01,Başakşehir,Sivasspor,0–1,Alper Ulusoy
2018-12-01,Antalyaspor,Göztepe,1–0,Suat Arslanboga
2018-12-01,Kayserispor,Trabzonspor,0–2,Mustafa Ogretmenoglu
2018-12-02,Bursaspor,BB Erzurumspor,2–1,Ali Palabıyık
2018-12-02,Beşiktaş,Galatasaray,1–0,Cüneyt Çakιr
2018-12-03,Yeni Mal'spor,Akhisarspor,1–1,Özgür Yankaya
2018-12-03,Fenerbahçe,Kasımpaşa,2–2,Yaşar Kemal Uğurlu
2018-12-07,Alanyaspor,Beşiktaş,0–0,Alper Ulusoy
2018-12-08,Sivasspor,Göztepe,2–0,Arda Kardeşler
2018-12-08,Trabzonspor,Konyaspor,3–0,Mete Kalkavan
2018-12-08,Galatasaray,Rizespor,2–2,Ali Palabıyık
2018-12-09,BB Erzurumspor,Yeni Mal'spor,1–3,Halil Meler
2018-12-09,Bursaspor,Antalyaspor,0–2,Fırat Aydınus
2018-12-09,Akhisarspor,Fenerbahçe,3–0,Bülent Yıldırım
2018-12-10,Ankaragücü,Başakşehir,0–1,Cüneyt Çakιr
2018-12-10,Kasımpaşa,Kayserispor,0–3,Serkan Çınar
2018-12-14,Göztepe,Bursaspor,0–0,Mustafa Ogretmenoglu
2018-12-15,Sivasspor,Ankaragücü,4–0,Volkan Bayarslan
2018-12-15,Rizespor,Alanyaspor,1–1,Cüneyt Çakιr
2018-12-15,Konyaspor,Kasımpaşa,3–2,Bülent Yıldırım
2018-12-15,Başakşehir,Galatasaray,1–1,Umit Öztürk
2018-12-16,Yeni Mal'spor,Antalyaspor,2–0,Mete Kalkavan
2018-12-16,Kayserispor,Akhisarspor,1–0,Suat Arslanboga
2018-12-16,Beşiktaş,Trabzonspor,2–2,Halil Meler
2018-12-17,Fenerbahçe,BB Erzurumspor,2–2,Fırat Aydınus
2018-12-22,Ankaragücü,Göztepe,0–3,Özgür Yankaya
2018-12-22,Alanyaspor,Başakşehir,1–1,Ali Palabıyık
2018-12-22,Kasımpaşa,Beşiktaş,4–1,Cüneyt Çakιr
2018-12-23,BB Erzurumspor,Kayserispor,1–1,Hüseyin Göçek
2018-12-23,Bursaspor,Yeni Mal'spor,1–1,Bülent Yıldırım
2018-12-23,Trabzonspor,Rizespor,4–1,Fırat Aydınus
2018-12-23,Galatasaray,Sivasspor,4–2,Halil Meler
2018-12-24,Akhisarspor,Konyaspor,0–0,Alper Ulusoy
2018-12-24,Antalyaspor,Fenerbahçe,0–0,Umit Öztürk
2019-01-18,Akhisarspor,Beşiktaş,0–3,Umit Öztürk
2019-01-19,Yeni Mal'spor,Göztepe,3–2,Hüseyin Göçek
2019-01-19,BB Erzurumspor,Konyaspor,1–2,Ali Palabıyık
2019-01-19,Antalyaspor,Kayserispor,0–0,Özgür Yankaya
2019-01-19,Galatasaray,Ankaragücü,6–0,Alper Ulusoy
2019-01-20,Alanyaspor,Sivasspor,2–0,Mete Kalkavan
2019-01-20,Trabzonspor,Başakşehir,2–4,Halil Meler
2019-01-21,Bursaspor,Fenerbahçe,1–1,Cüneyt Çakιr
2019-01-21,Kasımpaşa,Rizespor,0–1,Mustafa Ogretmenoglu
2019-01-25,Beşiktaş,BB Erzurumspor,1–1,Mustafa Ogretmenoglu
2019-01-26,Kayserispor,Bursaspor,1–1,Yaşar Kemal Uğurlu
2019-01-26,Göztepe,Galatasaray,0–1,Bülent Yıldırım
2019-01-27,Rizespor,Akhisarspor,3–1,Suat Arslanboga
2019-01-27,Konyaspor,Antalyaspor,2–0,Volkan Bayarslan
2019-01-27,Sivasspor,Trabzonspor,1–1,Alper Ulusoy
2019-01-28,Fenerbahçe,Yeni Mal'spor,3–2,Ali Palabıyık
2019-01-28,Ankaragücü,Alanyaspor,0–2,Halis Özkahya
2019-01-28,Başakşehir,Kasımpaşa,2–0,Mete Kalkavan
2019-02-01,Fenerbahçe,Göztepe,2–0,Suat Arslanboga
2019-02-02,Yeni Mal'spor,Kayserispor,1–1,Mete Kalkavan
2019-02-02,Kasımpaşa,Sivasspor,1–3,Arda Kardeşler
2019-02-02,Trabzonspor,Ankaragücü,1–0,Mustafa Ogretmenoglu
2019-02-02,Alanyaspor,Galatasaray,1–1,Alper Ulusoy
2019-02-03,BB Erzurumspor,Rizespor,0–1,Özgür Yankaya
2019-02-03,Akhisarspor,Başakşehir,0–3,Hüseyin Göçek
2019-02-03,Antalyaspor,Beşiktaş,2–6,Bülent Yıldırım
2019-02-04,Bursaspor,Konyaspor,0–0,Halis Özkahya
2019-02-08,Kayserispor,Fenerbahçe,1–0,Alper Ulusoy
2019-02-09,Rizespor,Antalyaspor,1–1,Halis Özkahya
2019-02-09,Başakşehir,BB Erzurumspor,1–1,Cüneyt Çakιr
2019-02-09,Beşiktaş,Bursaspor,2–0,Mete Kalkavan
2019-02-10,Konyaspor,Yeni Mal'spor,1–1,Halil Meler
2019-02-10,Göztepe,Alanyaspor,3–2,Fırat Aydınus
2019-02-10,Galatasaray,Trabzonspor,3–1,Umit Öztürk
2019-02-11,Sivasspor,Akhisarspor,2–1,Ali Palabıyık
2019-02-11,Ankaragücü,Kasımpaşa,3–0,Suat Arslanboga
2019-02-15,Yeni Mal'spor,Beşiktaş,1–2,Cüneyt Çakιr
2019-02-16,Akhisarspor,Ankaragücü,0–0,Halis Özkahya
2019-02-16,Bursaspor,Rizespor,0–2,Halil Meler
2019-02-16,Fenerbahçe,Konyaspor,1–1,Fırat Aydınus
2019-02-17,BB Erzurumspor,Sivasspor,4–2,Bülent Yıldırım
2019-02-17,Kayserispor,Göztepe,2–1,Serkan Tokat
2019-02-17,Trabzonspor,Alanyaspor,0–2,Suat Arslanboga
2019-02-17,Kasımpaşa,Galatasaray,1–4,Ali Palabıyık
2019-02-18,Antalyaspor,Başakşehir,0–1,Mete Kalkavan
2019-02-22,Göztepe,Trabzonspor,1–3,Mustafa Ogretmenoglu
2019-02-22,Rizespor,Yeni Mal'spor,3–0,Hüseyin Göçek
2019-02-23,Sivasspor,Antalyaspor,1–2,Cüneyt Çakιr
2019-02-23,Alanyaspor,Kasımpaşa,3–0,Abdulkadir Bitigen
2019-02-24,Ankaragücü,BB Erzurumspor,2–1,Halil Meler
2019-02-24,Konyaspor,Kayserispor,0–1,Arda Kardeşler
2019-02-24,Galatasaray,Akhisarspor,1–0,Suat Arslanboga
2019-02-24,Başakşehir,Bursaspor,3–0,Halis Özkahya
2019-02-25,Beşiktaş,Fenerbahçe,3–3,Bülent Yıldırım
2019-03-01,Antalyaspor,Ankaragücü,2–4,Koray Gençerler
2019-03-02,Kayserispor,Beşiktaş,2–2,Suat Arslanboga
2019-03-02,Bursaspor,Sivasspor,3–2,Mete Kalkavan
2019-03-02,Fenerbahçe,Rizespor,3–2,Halil Meler
2019-03-03,Konyaspor,Göztepe,1–1,Abdulkadir Bitigen
2019-03-03,Yeni Mal'spor,Başakşehir,0–2,Fırat Aydınus
2019-03-03,BB Erzurumspor,Galatasaray,1–1,Cüneyt Çakιr
2019-03-04,Kasımpaşa,Trabzonspor,2–2,Bülent Yıldırım
2019-03-04,Akhisarspor,Alanyaspor,3–1,Serkan Tokat
2019-03-08,Sivasspor,Yeni Mal'spor,2–0,Abdulkadir Bitigen
2019-03-09,Trabzonspor,Akhisarspor,2–1,Yaşar Kemal Uğurlu
2019-03-09,Ankaragücü,Bursaspor,0–0,Serkan Çınar
2019-03-09,Başakşehir,Fenerbahçe,2–1,Hüseyin Göçek
2019-03-10,Alanyaspor,BB Erzurumspor,2–1,Mete Kalkavan
2019-03-10,Rizespor,Kayserispor,3–0,Halis Özkahya
2019-03-10,Göztepe,Kasımpaşa,0–0,Koray Gençerler
2019-03-10,Beşiktaş,Konyaspor,3–2,Ali Palabıyık
2019-03-11,Galatasaray,Antalyaspor,5–0,Arda Kardeşler
2019-03-15,Fenerbahçe,Sivasspor,2–1,Bülent Yıldırım
2019-03-16,Konyaspor,Rizespor,0–2,Cüneyt Çakιr
2019-03-16,BB Erzurumspor,Trabzonspor,0–1,Ali Palabıyık
2019-03-16,Akhisarspor,Kasımpaşa,2–3,Halis Özkahya
2019-03-16,Antalyaspor,Alanyaspor,3–0,Zorbay Küçük
2019-03-16,Beşiktaş,Göztepe,1–0,Serkan Çınar
2019-03-17,Yeni Mal'spor,Ankaragücü,3–1,Özgür Yankaya
2019-03-17,Kayserispor,Başakşehir,1–1,Yaşar Kemal Uğurlu
2019-03-17,Bursaspor,Galatasaray,2–3,Suat Arslanboga
2019-04-05,Trabzonspor,Antalyaspor,4–1,Hüseyin Göçek
2019-04-06,Sivasspor,Kayserispor,1–3,Koray Gençerler
2019-04-06,Alanyaspor,Bursaspor,1–0,Halil Meler
2019-04-06,Galatasaray,Yeni Mal'spor,3–0,Yaşar Kemal Uğurlu
2019-04-07,Kasımpaşa,BB Erzurumspor,2–1,Zorbay Küçük
2019-04-07,Ankaragücü,Fenerbahçe,1–1,Mete Kalkavan
2019-04-07,Göztepe,Akhisarspor,0–1,Bülent Yıldırım
2019-04-07,Başakşehir,Konyaspor,2–0,Serkan Çınar
2019-04-08,Rizespor,Beşiktaş,2–7,Arda Kardeşler
2019-04-12,Bursaspor,Trabzonspor,0–1,Bülent Yıldırım
2019-04-13,Rizespor,Göztepe,1–0,Yaşar Kemal Uğurlu
2019-04-13,Konyaspor,Sivasspor,1–1,Zorbay Küçük
2019-04-13,Beşiktaş,Başakşehir,2–1,Cüneyt Çakιr
2019-04-14,Kayserispor,Ankaragücü,0–2,Halis Özkahya
2019-04-14,Antalyaspor,Kasımpaşa,1–0,Abdulkadir Bitigen
2019-04-14,Yeni Mal'spor,Alanyaspor,1–1,Serkan Çınar
2019-04-14,Fenerbahçe,Galatasaray,1–1,Ali Palabıyık
2019-04-15,BB Erzurumspor,Akhisarspor,2–1,Suat Arslanboga
2019-04-19,Kasımpaşa,Bursaspor,1–1,Yaşar Kemal Uğurlu
2019-04-20,Trabzonspor,Yeni Mal'spor,2–1,Zorbay Küçük
2019-04-20,Akhisarspor,Antalyaspor,1–2,Bülent Yıldırım
2019-04-20,Göztepe,BB Erzurumspor,0–1,Cüneyt Çakιr
2019-04-20,Galatasaray,Kayserispor,3–1,Arda Kardeşler
2019-04-21,Ankaragücü,Konyaspor,0–0,Koray Gençerler
2019-04-21,Başakşehir,Rizespor,1–1,Hüseyin Göçek
2019-04-21,Alanyaspor,Fenerbahçe,1–0,Suat Arslanboga
2019-04-22,Sivasspor,Beşiktaş,1–2,Mete Kalkavan
2019-04-26,Başakşehir,Göztepe,0–2,Suat Arslanboga
2019-04-27,Rizespor,Sivasspor,0–0,Halis Özkahya
2019-04-27,Antalyaspor,BB Erzurumspor,1–1,Fırat Aydınus
2019-04-27,Fenerbahçe,Trabzonspor,1–1,Cüneyt Çakιr
2019-04-28,Kayserispor,Alanyaspor,1–1,Koray Gençerler
2019-04-28,Bursaspor,Akhisarspor,0–0,Serkan Çınar
2019-04-28,Beşiktaş,Ankaragücü,4–1,Halil Meler
2019-04-29,Konyaspor,Galatasaray,0–0,Mete Kalkavan
2019-04-29,Yeni Mal'spor,Kasımpaşa,2–1,Serkan Tokat
2019-05-03,Sivasspor,Başakşehir,0–0,Halil Meler
2019-05-04,Ankaragücü,Rizespor,2–2,Suat Arslanboga
2019-05-04,BB Erzurumspor,Bursaspor,2–0,Cüneyt Çakιr
2019-05-04,Kasımpaşa,Fenerbahçe,1–3,Halis Özkahya
2019-05-05,Akhisarspor,Yeni Mal'spor,0–2,Hüseyin Göçek
2019-05-05,Göztepe,Antalyaspor,4–1,Mete Kalkavan
2019-05-05,Galatasaray,Beşiktaş,2–0,Bülent Yıldırım
2019-05-06,Trabzonspor,Kayserispor,4–2,Fırat Aydınus
2019-05-06,Alanyaspor,Konyaspor,2–4,Alper Ulusoy
2019-05-10,Antalyaspor,Bursaspor,0–1,Huseyin Ocak
2019-05-11,Rizespor,Galatasaray,2–3,Serkan Çınar
2019-05-11,Göztepe,Sivasspor,3–3,Ali Palabıyık
2019-05-11,Fenerbahçe,Akhisarspor,2–1,Abdulkadir Bitigen
2019-05-12,Kayserispor,Kasımpaşa,2–1,Mustafa Ogretmenoglu
2019-05-12,Konyaspor,Trabzonspor,2–2,Halis Özkahya
2019-05-12,Başakşehir,Ankaragücü,2–1,Fırat Aydınus
2019-05-12,Yeni Mal'spor,BB Erzurumspor,3–1,Yaşar Kemal Uğurlu
2019-05-13,Beşiktaş,Alanyaspor,2–1,Cüneyt Çakιr
2019-05-17,Kasımpaşa,Konyaspor,1–1,Koray Gençerler
2019-05-18,Trabzonspor,Beşiktaş,2–1,Fırat Aydınus
2019-05-18,Antalyaspor,Yeni Mal'spor,3–0,Arda Kardeşler
2019-05-19,Akhisarspor,Kayserispor,2–2,Tugay Kaan Numanoğlu
2019-05-19,Bursaspor,Göztepe,0–0,Mete Kalkavan
2019-05-19,Alanyaspor,Rizespor,1–1,Zorbay Küçük
2019-05-19,Galatasaray,Başakşehir,2–1,Cüneyt Çakιr
2019-05-20,BB Erzurumspor,Fenerbahçe,0–1,Suat Arslanboga
2019-05-20,Ankaragücü,Sivasspor,3–1,Hüseyin Göçek
2019-05-24,Başakşehir,Alanyaspor,1–1,Bahattin Şimşek
2019-05-24,Beşiktaş,Kasımpaşa,3–2,Mete Kalkavan
2019-05-24,Rizespor,Trabzonspor,2–3,Yaşar Kemal Uğurlu
2019-05-24,Sivasspor,Galatasaray,4–3,Zorbay Küçük
2019-05-25,Konyaspor,Akhisarspor,0–0,Ali Şansalan
2019-05-26,Yeni Mal'spor,Bursaspor,1–2,Ali Palabıyık
2019-05-26,Fenerbahçe,Antalyaspor,3–1,Halis Özkahya
2019-05-26,Kayserispor,BB Erzurumspor,0–2,Fırat Aydınus
2019-05-26,Göztepe,Ankaragücü,2–1,Cüneyt Çakιr
